outcome,area,country,source_country_name,region,year,observed,expected_median,expected_lower,expected_upper,model_source,excess_median,excess_lower,excess_upper,signed_deviation,observed_expected_ratio,log_observed_expected_ratio
maternal_deaths,86,Jamaica,Jamaica,Region of the Americas,2021,63.18,43.2482296913,34.823997787,64.0143214212,ensemble_top4,19.9317703087,0,28.356002213,19.9317703087,1.46086904484,0.379031494827
maternal_deaths,86,Jamaica,Jamaica,Region of the Americas,2022,46.31,46.0242135303,34.4971596711,77.7742909151,ensemble_top4,0.285786469673,0,11.8128403289,0.285786469673,1.00620948079,0.00619028139942
maternal_deaths,86,Jamaica,Jamaica,Region of the Americas,2023,42.96,49.2860270599,34.2534248167,97.8175050903,ensemble_top4,0,0,8.70657518329,-6.3260270599,0.871646642319,-0.137371163898
maternal_deaths,87,Japan,Japan,Western Pacific Region,2020,36.03,38.8379849371,36.6620967316,41.0501999421,ensemble_top4,0,0,0,-2.80798493712,0.927700035373,-0.0750468361926
maternal_deaths,87,Japan,Japan,Western Pacific Region,2021,33.3,37.0380979864,34.8515901499,39.2998874167,ensemble_top4,0,0,0,-3.73809798643,0.899074245449,-0.106389661215
maternal_deaths,87,Japan,Japan,Western Pacific Region,2022,41.98,35.3429881507,33.1488832309,37.5608958734,ensemble_top4,6.63701184926,4.41910412662,8.83111676913,6.63701184926,1.18778864484,0.172093296725
maternal_deaths,87,Japan,Japan,Western Pacific Region,2023,23.08,33.724385503,31.5042942708,35.9419296486,ensemble_top4,0,0,0,-10.644385503,0.684371254087,-0.379254739472
maternal_deaths,88,Jordan,Jordan,Eastern Mediterranean,2020,96.42,87.4500453514,77.4145266099,99.2682175625,ensemble_top4,8.96995464857,0,19.0054733901,8.96995464857,1.10257232701,0.0976459289146
maternal_deaths,88,Jordan,Jordan,Eastern Mediterranean,2021,185.1,87.1006417441,76.6790417511,99.1788392687,ensemble_top4,97.9993582559,85.9211607313,108.420958249,97.9993582559,2.12512785547,0.753831967848
maternal_deaths,88,Jordan,Jordan,Eastern Mediterranean,2022,82.65,86.7550910194,75.3379209504,99.0103948034,ensemble_top4,0,0,7.3120790496,-4.10509101938,0.952681842977,-0.0484742789404
